,split
8596,train
8597,train
8598,test
8599,train
8600,test
8601,train
8602,val
8603,val
8604,train
8605,train
8606,test
8607,train
8608,train
8609,train
8610,val
8611,train
8612,train
8613,train
8614,train
8615,test
8616,train
8617,test
8618,train
8619,train
8620,train
8621,test
8622,train
8623,train
8624,val
8625,train
8626,train
8627,test
8628,train
8629,train
8630,val
8631,train
8632,train
8633,train
8634,train
8635,train
8636,train
8637,train
8638,train
8639,test
8640,train
8641,test
8642,train
8643,train
8644,val
8645,test
8646,train
8647,val
8648,train
8649,test
8650,train
8651,train
8652,train
8653,val
8654,train
8655,val
8656,val
8657,val
8658,train
8659,train
8660,train
8661,val
8662,train
8663,train
8664,train
8665,train
8666,train
8667,test
8668,val
8669,val
8670,train
8671,test
8672,test
8673,train
8674,train
8675,train
8676,train
8677,train
8678,train
8679,train
8680,train
8681,train
8682,train
8683,val
8684,train
8685,train
8686,val
8687,val
8688,train
8689,train
8690,train
8691,train
8692,val
8693,train
8694,train
8695,train
8696,test
8697,train
8698,val
8699,test
8700,train
8701,train
8702,train
8703,val
8704,train
8705,train
8706,val
8707,train
8708,train
8709,train
8710,train
8711,train
8712,train
8713,train
8714,train
8715,train
8716,train
8717,train
8718,train
8719,train
8720,val
8721,train
8722,test
8723,test
8724,train
8725,test
8726,train
8727,train
8728,train
8729,val
8730,train
8731,train
8732,train
8733,test
8734,train
8735,test
8736,train
8737,train
8738,train
8739,test
8740,val
8741,train
8742,train
8743,train
8744,train
8745,train
8746,train
8747,test
8748,train
8749,train
8750,val
8751,train
8752,train
8753,train
8754,train
8755,train
8756,train
8757,train
8758,train
8759,train
8760,train
8761,train
8762,test
8763,train
8764,test
8765,train
8766,val
8767,train
8768,train
8769,train
8770,train
8771,test
8772,val
8773,test
8774,train
8775,train
8776,test
8777,train
8778,val
8779,train
8780,train
8781,val
8782,train
8783,test
8784,train
8785,train
8786,train
8787,test
8788,train
8789,train
8790,val
8791,train
8792,train
8793,test
8794,train
8795,train
8796,train
8797,train
8798,test
8799,train
8800,train
8801,train
8802,train
8803,train
8804,train
8805,test
8806,train
8807,train
8808,train
8809,val
8810,train
8811,train
8812,train
8813,train
8814,train
8815,train
8816,test
8817,val
8818,train
8819,test
8820,train
8821,train
8822,train
8823,train
8824,test
8825,train
8826,train
8827,val
8828,train
8829,train
8830,train
8831,train
8832,train
8833,test
8834,test
8835,train
8836,test
8837,train
8838,train
8839,train
8840,train
8841,train
8842,test
8843,train
8844,train
8845,train
8846,train
8847,test
8848,train
8849,train
8850,train
8851,test
8852,train
8853,train
8854,train
8855,test
8856,train
8857,train
8858,train
8859,train
8860,train
8861,test
8862,train
8863,train
8864,val
8865,test
8866,train
8867,train
8868,train
8869,test
8870,val
8871,train
8872,test
8873,train
8874,train
8875,train
8876,train
8877,train
8878,train
8879,train
8880,train
8881,val
8882,val
8883,train
8884,train
8885,train
8886,train
8887,train
8888,train
8889,train
8890,val
8891,train
8892,train
8893,train
8894,train
8895,val
8896,train
8897,val
8898,train
8899,train
8900,test
8901,train
8902,train
8903,train
8904,train
8905,train
8906,train
8907,train
8908,test
8909,val
8910,train
8911,test
8912,train
8913,train
8914,train
8915,train
8916,train
8917,test
8918,train
8919,test
8920,train
8921,train
8922,train
8923,train
8924,train
8925,val
8926,train
8927,test
8928,train
8929,train
8930,test
8931,val
8932,train
8933,test
8934,train
8935,train
8936,test
8937,train
8938,test
8939,train
8940,train
8941,train
8942,train
8943,train
8944,train
8945,train
8946,train
8947,train
8948,train
8949,train
8950,train
8951,train
8952,train
8953,test
8954,train
8955,train
8956,train
8957,val
8958,train
8959,train
8960,val
8961,train
8962,train
8963,train
8964,test
8965,train
8966,train
8967,train
8968,val
8969,train
8970,train
8971,train
8972,train
8973,train
8974,train
8975,test
8976,train
8977,train
8978,train
8979,train
8980,train
8981,test
8982,train
8983,train
8984,train
8985,train
8986,train
8987,train
8988,train
8989,train
8990,train
8991,train
8992,val
8993,train
8994,test
8995,train
8996,train
8997,train
8998,train
8999,val
9000,test
9001,train
9002,train
9003,train
9004,train
9005,train
9006,train
9007,train
9008,train
9009,train
9010,train
9011,val
9012,val
9013,train
9014,train
9015,train
9016,train
9017,test
9018,val
9019,train
9020,train
9021,train
9022,train
9023,train
9024,train
9025,train
9026,train
9027,train
9028,train
9029,val
9030,train
9031,train
9032,train
9033,train
9034,train
9035,train
9036,train
9037,train
9038,train
9039,test
9040,train
9041,train
9042,val
9043,train
9044,train
9045,train
9046,test
9047,train
9048,test
9049,val
9050,train
9051,train
9052,train
9053,train
9054,train
9055,train
9056,val
9057,train
9058,train
9059,train
9060,train
9061,test
9062,train
9063,train
9064,train
9065,train
9066,train
9067,train
9068,train
9069,train
9070,train
9071,train
9072,train
9073,train
9074,train
9075,train
9076,train
9077,train
9078,train
9079,test
9080,train
9081,train
9082,train
9083,train
9084,train
9085,train
9086,train
9087,train
9088,train
9089,train
9090,train
9091,train
9092,train
9093,train
9094,train
9095,train
9096,train
9097,train
9098,test
9099,train
9100,train
9101,train
9102,train
9103,train
9104,train
9105,train
9106,train
9107,test
9108,train
9109,train
9110,test
9111,test
9112,train
9113,train
9114,train
9115,train
9116,train
9117,test
9118,train
9119,test
9120,train
9121,val
9122,train
9123,train
9124,train
9125,train
9126,train
9127,train
9128,train
9129,train
9130,test
9131,train
9132,train
9133,val
9134,val
9135,train
9136,test
9137,test
9138,train
9139,train
9140,train
9141,test
9142,test
9143,train
9144,train
9145,train
9146,train
9147,val
9148,val
9149,val
9150,train
9151,val
9152,train
9153,train
9154,train
9155,val
9156,train
9157,test
9158,train
9159,train
9160,val
9161,train
9162,train
9163,train
9164,val
9165,train
9166,test
9167,train
9168,train
9169,test
9170,test
9171,test
9172,train
9173,val
9174,train
9175,train
9176,train
9177,train
9178,train
9179,train
9180,train
9181,train
9182,train
9183,train
9184,train
9185,test
9186,val
9187,train
9188,train
9189,train
9190,test
9191,train
9192,train
9193,train
9194,train
9195,train
9196,train
9197,train
9198,train
9199,train
9200,train
9201,train
9202,train
9203,train
9204,train
9205,train
9206,train
9207,train
9208,train
9209,val
9210,test
9211,train
9212,train
9213,train
9214,test
9215,train
9216,train
9217,test
9218,train
9219,train
9220,test
9221,val
9222,train
9223,train
9224,train
9225,train
9226,train
9227,train
9228,train
9229,val
9230,train
9231,train
9232,train
9233,train
9234,train
9235,val
9236,train
9237,val
9238,train
9239,train
9240,train
9241,train
9242,train
9243,test
9244,val
9245,val
9246,train
9247,train
9248,val
9249,train
9250,train
9251,test
9252,val
9253,train
9254,train
9255,train
9256,train
9257,train
9258,train
9259,test
9260,val
9261,train
9262,train
9263,train
9264,val
9265,val
9266,train
9267,train
9268,test
9269,train
9270,train
9271,train
9272,train
9273,train
9274,train
9275,train
9276,train
9277,train
9278,train
9279,train
9280,train
9281,train
9282,train
9283,val
9284,val
9285,train
9286,val
9287,test
9288,train
9289,test
9290,train
9291,val
9292,train
9293,test
9294,val
9295,train
9296,train
9297,train
9298,train
9299,val
9300,train
9301,train
9302,val
9303,train
9304,train
9305,val
9306,train
9307,train
9308,train
9309,train
9310,train
9311,train
9312,train
9313,val
9314,train
9315,train
9316,train
9317,train
9318,val
9319,val
9320,val
9321,train
9322,train
9323,test
9324,val
9325,train
9326,test
9327,test
9328,train
9329,train
9330,train
9331,train
9332,train
9333,train
9334,train
9335,train
9336,train
9337,train
9338,train
9339,test
9340,val
9341,train
9342,train
9343,train
9344,train
9345,train
9346,train
9347,val
9348,train
9349,val
9350,train
9351,train
9352,train
9353,train
9354,train
9355,train
9356,train
9357,train
9358,train
9359,train
9360,train
9361,test
9362,train
9363,val
9364,test
9365,test
9366,train
9367,val
9368,train
9369,train
9370,train
9371,train
9372,train
9373,test
9374,train
9375,train
9376,test
9377,train
9378,test
9379,train
9380,train
9381,train
9382,train
9383,val
9384,train
9385,train
9386,test
9387,train
9388,test
9389,test
9390,val
9391,test
9392,train
9393,val
9394,train
9395,test
9396,train
9397,train
9398,train
9399,test
9400,train
9401,train
9402,val
9403,train
9404,test
9405,train
9406,val
9407,train
9408,test
9409,test
9410,train
9411,train
9412,train
9413,train
9414,train
9415,train
9416,train
9417,test
9418,train
9419,val
9420,val
9421,test
9422,train
9423,train
9424,test
9425,train
9426,train
9427,train
9428,train
9429,train
9430,train
9431,train
9432,train
9433,train
9434,train
9435,train
9436,val
9437,val
9438,val
9439,test
9440,val
9441,train
9442,test
9443,train
9444,train
9445,train
9446,val
9447,val
9448,val
9449,train
9450,train
9451,val
9452,train
9453,test
9454,train
9455,test
9456,train
9457,train
9458,train
9459,val
9460,test
9461,val
9462,train
9463,train
9464,train
9465,train
9466,val
9467,train
9468,train
9469,val
9470,train
9471,val
9472,val
9473,train
9474,train
9475,val
9476,train
9477,val
9478,test
9479,train
9480,train
9481,train
9482,train
9483,train
9484,test
9485,test
9486,val
9487,train
9488,train
9489,train
9490,train
9491,train
9492,test
9493,train
9494,test
9495,train
9496,train
9497,train
9498,train
9499,val
9500,train
9501,train
9502,train
9503,train
9504,train
9505,test
9506,train
9507,train
9508,train
9509,train
9510,test
9511,train
9512,test
9513,test
9514,train
9515,val
9516,val
9517,train
9518,train
9519,train
9520,train
9521,train
9522,train
9523,train
9524,train
9525,train
9526,test
9527,train
9528,train
9529,train
9530,test
9531,test
9532,train
9533,train
9534,train
9535,train
9536,train
9537,train
9538,val
9539,val
9540,train
9541,train
9542,train
9543,train
9544,train
9545,train
9546,train
9547,train
9548,test
9549,test
9550,train
9551,test
9552,train
9553,train
9554,train
9555,train
9556,train
9557,train
9558,test
9559,train
9560,train
9561,train
9562,train
9563,train
9564,train
9565,train
9566,train
9567,train
9568,train
9569,train
9570,train
9571,train
9572,train
9573,test
9574,train
9575,train
9576,train
9577,train
9578,train
9579,train
9580,train
9581,train
9582,test
9583,train
9584,val
9585,train
9586,train
9587,train
9588,train
9589,train
9590,train
9591,train
9592,train
9593,train
9594,train
9595,train
9596,val
9597,train
9598,train
9599,test
9600,train
9601,train
9602,train
9603,train
9604,train
9605,train
9606,train
9607,test
9608,val
9609,train
9610,train
9611,train
9612,train
9613,train
9614,val
9615,train
9616,train
9617,train
9618,train
9619,train
9620,train
9621,test
9622,val
9623,test
9624,train
9625,train
9626,val
9627,val
9628,train
9629,train
9630,test
9631,train
9632,train
9633,test
9634,train
9635,val
9636,test
9637,train
9638,test
9639,val
9640,val
9641,train
9642,train
9643,train
9644,train
9645,train
9646,train
9647,train
9648,train
9649,train
9650,train
9651,train
9652,train
9653,train
9654,val
9655,val
9656,val
9657,train
9658,train
9659,val
9660,test
9661,test
9662,train
9663,train
9664,train
9665,train
9666,train
9667,val
9668,train
9669,train
9670,val
9671,train
9672,train
9673,train
9674,train
9675,train
9676,train
9677,train
9678,train
9679,train
9680,train
9681,train
9682,train
9683,train
9684,val
9685,train
9686,test
9687,val
9688,train
9689,test
9690,train
9691,train
9692,train
9693,train
9694,train
9695,test
9696,train
9697,val
9698,train
9699,train
9700,train
9701,train
9702,train
9703,train
9704,train
9705,train
9706,train
9707,train
9708,train
9709,train
9710,train
9711,train
9712,train
9713,train
9714,train
9715,train
9716,train
9717,train
9718,test
9719,test
9720,test
9721,train
9722,train
9723,test
9724,train
9725,train
9726,train
9727,train
9728,train
9729,test
9730,val
9731,train
9732,test
9733,test
9734,train
9735,test
9736,train
9737,train
9738,train
9739,train
9740,test
9741,train
9742,val
9743,train
9744,train
9745,train
9746,train
9747,test
9748,train
9749,train
9750,test
9751,test
9752,train
9753,test
9754,val
9755,train
9756,train
9757,val
9758,train
9759,val
9760,train
9761,train
9762,val
9763,train
9764,train
9765,test
9766,train
9767,train
9768,train
9769,val
9770,train
9771,val
9772,train
9773,train
9774,train
9775,train
9776,train
9777,train
9778,train
9779,train
9780,train
9781,train
9782,train
9783,train
9784,train
9785,test
9786,train
9787,train
9788,test
9789,train
9790,train
9791,train
9792,train
9793,train
9794,train
9795,train
9796,test
9797,train
9798,train
9799,train
9800,train
9801,test
9802,test
9803,train
9804,train
9805,train
9806,train
9807,train
9808,train
9809,train
9810,train
9811,train
9812,val
9813,train
9814,train
9815,train
9816,train
9817,test
9818,train
9819,train
9820,test
9821,val
9822,val
9823,train
9824,test
9825,train
9826,train
9827,train
9828,val
9829,test
9830,train
9831,train
9832,train
9833,train
9834,train
9835,train
9836,val
9837,train
9838,train
9839,train
9840,train
9841,train
9842,train
9843,val
9844,test
9845,train
9846,test
9847,train
9848,train
9849,train
9850,val
9851,train
9852,train
9853,train
9854,train
9855,train
9856,train
9857,train
9858,train
9859,train
9860,val
9861,test
9862,train
9863,train
9864,test
9865,train
9866,train
9867,train
9868,test
9869,val
9870,train
9871,train
9872,val
9873,test
9874,train
9875,val
9876,val
9877,test
9878,train
9879,train
9880,train
9881,train
9882,train
9883,train
9884,test
9885,train
9886,train
9887,test
9888,val
9889,test
9890,train
9891,val
9892,train
9893,train
9894,train
9895,train
9896,train
9897,train
9898,test
9899,test
9900,train
9901,train
9902,train
9903,train
9904,val
9905,test
9906,val
9907,train
9908,train
9909,test
9910,train
9911,train
9912,val
9913,train
9914,train
9915,train
9916,train
9917,val
9918,train
9919,train
9920,train
9921,train
9922,test
9923,val
9924,train
9925,train
9926,test
9927,train
9928,test
9929,val
9930,train
9931,train
9932,train
9933,test
9934,test
9935,train
9936,val
9937,train
9938,train
9939,train
9940,train
9941,train
9942,train
9943,val
9944,train
9945,train
9946,train
9947,test
9948,train
9949,train
9950,test
9951,val
9952,train
9953,test
9954,train
9955,val
9956,train
9957,train
9958,train
9959,train
9960,train
9961,val
9962,train
9963,train
9964,test
9965,train
9966,train
9967,train
9968,test
9969,train
9970,train
9971,train
9972,train
9973,train
9974,train
9975,test
9976,train
9977,train
9978,test
9979,test
9980,train
9981,train
9982,train
9983,train
9984,train
9985,train
9986,train
9987,test
9988,train
9989,train
9990,train
9991,train
9992,train
9993,test
9994,train
9995,train
9996,test
9997,train
9998,train
9999,train
10000,val
10001,train
10002,test
10003,val
10004,test
10005,train
10006,train
10007,test
10008,train
10009,train
10010,val
10011,train
10012,train
10013,train
10014,val
10015,train
10016,val
10017,train
10018,train
10019,test
10020,val
10021,train
10022,val
10023,train
10024,train
10025,val
10026,train
10027,train
10028,train
10029,train
10030,test
10031,train
10032,test
10033,train
10034,train
10035,test
10036,test
10037,train
10038,train
10039,test
10040,val
10041,train
10042,train
10043,train
10044,train
10045,train
10046,train
10047,test
10048,train
10049,train
10050,test
10051,val
10052,train
10053,val
10054,train
10055,train
10056,train
10057,test
10058,train
10059,val
10060,test
10061,test
10062,train
10063,train
10064,test
10065,train
10066,train
10067,train
10068,train
10069,train
10070,train
10071,train
10072,train
10073,train
10074,train
10075,train
10076,train
10077,train
10078,train
10079,train
10080,train
10081,train
10082,train
10083,train
10084,train
10085,val
10086,test
10087,test
10088,train
10089,train
10090,train
10091,train
10092,train
10093,val
10094,train
10095,test
10096,train
10097,train
10098,train
10099,train
10100,train
10101,val
10102,val
10103,train
10104,train
10105,train
10106,train
10107,val
10108,train
10109,train
10110,train
10111,train
10112,train
10113,train
10114,test
10115,train
10116,train
10117,train
10118,train
10119,train
10120,train
10121,train
10122,val
10123,train
10124,train
10125,train
10126,val
10127,train
10128,train
10129,train
10130,train
10131,train
10132,train
10133,val
10134,train
10135,train
10136,val
10137,train
10138,train
10139,train
10140,train
10141,train
10142,train
10143,val
10144,train
10145,val
10146,train
10147,train
10148,train
10149,val
10150,train
10151,train
10152,train
10153,test
10154,train
10155,train
10156,train
10157,train
10158,train
10159,test
10160,train
10161,train
10162,train
10163,train
10164,train
10165,train
10166,train
10167,train
10168,train
10169,train
10170,val
10171,train
10172,test
10173,train
10174,train
10175,train
10176,train
10177,train
10178,test
10179,train
10180,train
10181,train
10182,train
10183,val
10184,train
10185,train
10186,test
10187,train
10188,train
10189,train
10190,val
10191,train
10192,train
10193,test
10194,test
10195,val
10196,train
10197,train
10198,train
10199,train
10200,train
10201,train
10202,train
10203,val
10204,val
10205,val
10206,val
10207,train
10208,val
10209,train
10210,train
10211,val
10212,train
10213,test
10214,test
10215,train
10216,train
10217,train
10218,train
10219,train
10220,train
10221,test
10222,val
10223,train
10224,train
10225,train
10226,train
10227,train
10228,train
10229,test
10230,train
10231,train
10232,train
10233,val
10234,train
10235,train
10236,train
10237,train
10238,train
10239,train
10240,train
10241,train
10242,train
10243,train
10244,train
10245,train
10246,train
10247,train
10248,val
10249,train
10250,train
10251,val
10252,train
10253,train
10254,val
10255,test
10256,val
10257,train
10258,test
10259,train
10260,train
10261,val
10262,val
10263,train
10264,test
10265,train
10266,test
10267,train
10268,test
10269,train
10270,train
10271,train
10272,train
10273,train
10274,test
10275,train
10276,train
10277,train
10278,train
10279,train
10280,test
10281,train
10282,test
10283,train
10284,train
10285,train
10286,train
10287,test
10288,train
10289,train
10290,train
10291,test
10292,train
10293,train
10294,train
10295,train
10296,val
10297,train
10298,test
10299,train
10300,val
10301,train
10302,val
10303,test
10304,train
10305,val
10306,train
10307,train
10308,val
10309,train
10310,train
10311,val
10312,train
10313,train
10314,train
10315,val
10316,train
10317,test
10318,train
10319,test
10320,test
10321,val
10322,train
10323,train
10324,val
10325,train
10326,train
10327,train
10328,val
10329,test
10330,test
10331,train
10332,train
10333,train
10334,train
10335,val
10336,test
10337,train
10338,train
10339,train
10340,train
10341,train
10342,train
10343,train
10344,train
10345,train
10346,train
10347,test
10348,train
10349,train
10350,val
10351,val
10352,train
10353,train
10354,train
10355,test
10356,test
10357,test
10358,train
10359,val
10360,test
10361,train
10362,train
10363,train
10364,train
10365,train
10366,val
10367,train
10368,val
10369,train
10370,train
10371,train
10372,train
10373,train
10374,train
10375,test
10376,train
10377,train
10378,train
10379,train
10380,val
10381,train
10382,train
10383,val
10384,train
10385,train
10386,train
10387,train
10388,train
10389,train
10390,train
10391,train
10392,test
10393,train
10394,train
10395,test
10396,train
10397,train
10398,train
10399,train
10400,test
10401,test
10402,train
10403,test
10404,train
10405,train
10406,train
10407,val
10408,train
10409,train
10410,train
10411,train
10412,val
10413,train
10414,val
10415,train
10416,test
10417,train
10418,train
10419,train
10420,train
10421,train
10422,val
10423,val
10424,train
10425,train
10426,train
10427,train
10428,train
10429,train
10430,test
10431,val
10432,train
10433,train
10434,train
10435,test
10436,train
10437,train
10438,train
10439,train
10440,train
10441,train
10442,val
10443,train
10444,train
10445,train
10446,train
10447,test
10448,train
10449,val
10450,val
10451,train
10452,train
10453,train
10454,train
10455,val
10456,val
10457,train
10458,train
10459,train
10460,test
10461,test
10462,train
10463,train
10464,train
10465,train
10466,train
10467,train
10468,train
10469,val
10470,train
10471,test
10472,train
10473,train
10474,train
10475,val
10476,train
10477,train
10478,test
10479,train
10480,val
10481,test
10482,val
10483,train
10484,train
10485,test
10486,train
10487,train
10488,train
10489,test
10490,train
10491,train
10492,train
10493,train
10494,train
10495,train
10496,train
10497,train
10498,train
10499,train
10500,train
10501,train
10502,train
10503,train
10504,train
10505,train
10506,test
10507,test
10508,train
10509,val
10510,train
10511,test
10512,test
10513,train
10514,test
10515,test
10516,train
10517,test
10518,train
10519,val
10520,train
10521,train
10522,test
10523,train
10524,train
10525,train
10526,val
10527,train
10528,train
10529,train
10530,train
10531,train
10532,train
10533,train
10534,train
10535,train
10536,train
10537,train
10538,train
10539,train
10540,train
10541,val
10542,train
10543,test
10544,train
10545,train
10546,train
10547,test
10548,train
10549,train
10550,test
10551,test
10552,train
10553,train
10554,train
10555,train
10556,train
10557,train
10558,val
10559,train
10560,train
10561,val
10562,train
10563,train
10564,train
10565,val
10566,train
10567,val
10568,test
10569,train
10570,train
10571,train
10572,train
10573,train
10574,train
10575,train
10576,train
10577,train
10578,train
10579,train
10580,train
10581,train
10582,train
10583,train
10584,train
10585,train
10586,val
10587,val
10588,train
10589,test
10590,train
10591,train
10592,train
10593,train
10594,train
10595,val
10596,train
10597,train
10598,train
10599,test
10600,test
10601,train
10602,train
10603,test
10604,train
10605,train
10606,val
10607,train
10608,train
10609,train
10610,train
10611,train
10612,train
10613,val
10614,train
10615,train
10616,train
10617,train
10618,val
10619,train
10620,train
10621,train
10622,val
10623,val
10624,train
10625,train
10626,test
10627,test
10628,train
10629,test
10630,train
10631,train
10632,train
10633,train
10634,val
10635,val
10636,train
10637,train
10638,train
10639,train
10640,train
10641,train
10642,test
10643,train
10644,train
10645,train
10646,train
10647,val
10648,train
10649,train
10650,train
10651,train
10652,train
10653,train
10654,test
10655,train
10656,val
10657,train
10658,train
10659,train
10660,train
10661,train
10662,train
10663,train
10664,train
10665,val
10666,train
10667,train
10668,train
10669,test
10670,train
10671,train
10672,train
10673,train
10674,val
10675,train
10676,train
10677,test
10678,train
10679,train
10680,train
10681,train
10682,train
10683,train
10684,train
10685,train
10686,train
10687,test
10688,train
10689,train
10690,train
10691,train
10692,train
10693,train
10694,train
10695,train
10696,train
10697,train
10698,test
10699,train
10700,train
10701,train
10702,train
10703,train
10704,val
10705,train
10706,train
10707,train
10708,train
10709,train
10710,train
10711,val
10712,val
10713,train
10714,train
10715,test
10716,train
10717,train
10718,train
10719,train
10720,test
10721,train
10722,val
10723,train
10724,train
10725,train
10726,val
10727,train
10728,train
10729,test
10730,train
10731,test
10732,train
10733,val
10734,train
10735,train
10736,train
10737,train
10738,val
10739,val
10740,train
10741,train
10742,train
10743,train
10744,train
10745,train
10746,val
10747,train
10748,val
10749,train
10750,train
10751,train
10752,train
10753,train
10754,train
10755,val
10756,train
10757,train
10758,train
10759,train
10760,train
10761,train
10762,test
10763,test
10764,train
10765,val
10766,val
10767,test
10768,train
10769,train
10770,train
10771,train
10772,train
10773,val
10774,train
10775,train
10776,train
10777,train
10778,train
10779,train
10780,test
10781,val
10782,test
10783,test
10784,train
10785,val
10786,train
10787,train
10788,val
10789,val
10790,val
10791,test
10792,train
10793,train
10794,train
10795,train
10796,train
10797,train
10798,train
10799,train
10800,train
10801,train
10802,train
10803,train
10804,val
10805,train
10806,train
10807,train
10808,train
10809,val
10810,train
10811,train
10812,train
10813,train
10814,train
10815,train
10816,train
10817,train
10818,train
10819,train
10820,train
10821,train
10822,val
10823,train
10824,train
10825,train
10826,val
10827,val
10828,test
10829,val
10830,train
10831,val
10832,train
10833,train
10834,train
10835,train
10836,val
10837,train
10838,val
10839,train
10840,train
10841,train
10842,train
10843,val
10844,test
10845,train
10846,train
10847,train
10848,train
10849,val
10850,train
10851,train
10852,train
10853,train
10854,test
10855,val
10856,train
10857,train
10858,test
10859,test
10860,val
10861,train
10862,train
10863,train
10864,train
10865,train
10866,train
10867,train
10868,train
10869,test
10870,test
10871,train
10872,train
10873,train
10874,train
10875,val
10876,val
10877,train
10878,val
10879,test
10880,train
10881,train
10882,train
10883,train
10884,test
10885,test
10886,train
10887,test
10888,train
10889,train
10890,train
10891,train
10892,val
10893,train
10894,test
10895,train
10896,val
10897,test
10898,train
10899,train
10900,train
10901,train
10902,train
10903,val
10904,train
10905,train
10906,train
10907,train
10908,train
10909,train
10910,train
10911,train
10912,train
10913,train
10914,train
10915,train
10916,val
10917,train
10918,val
10919,train
10920,train
10921,train
10922,test
10923,test
10924,train
10925,val
10926,val
10927,train
10928,test
10929,val
10930,train
10931,test
10932,val
10933,test
10934,val
10935,train
10936,test
10937,train
10938,train
10939,train
10940,val
10941,val
10942,train
10943,test
10944,train
10945,train
10946,train
10947,train
10948,train
10949,test
10950,val
10951,test
10952,train
10953,val
10954,train
10955,train
10956,val
10957,test
10958,train
10959,train
10960,train
10961,val
10962,train
10963,train
10964,train
10965,train
10966,train
10967,train
10968,val
10969,test
10970,test
10971,train
10972,train
10973,train
10974,test
10975,train
10976,test
10977,test
10978,train
10979,train
10980,train
10981,train
10982,train
10983,train
10984,val
10985,test
10986,train
10987,test
10988,test
10989,val
10990,train
10991,train
10992,train
10993,val
10994,train
10995,train
10996,train
10997,test
10998,train
10999,train
11000,test
11001,test
11002,train
11003,train
11004,train
11005,train
11006,train
11007,train
11008,train
11009,train
11010,train
11011,val
11012,train
11013,test
11014,train
11015,train
11016,train
11017,train
11018,train
11019,val
11020,train
11021,train
11022,train
11023,train
11024,val
11025,train
11026,val
11027,train
11028,train
11029,val
11030,test
11031,test
11032,train
11033,val
11034,train
11035,test
11036,train
11037,train
11038,test
11039,train
11040,train
11041,train
11042,val
11043,train
11044,train
11045,test
11046,val
11047,train
11048,train
11049,val
11050,train
11051,test
11052,test
11053,train
11054,train
11055,test
11056,val
11057,train
11058,train
11059,val
11060,train
11061,val
11062,test
11063,train
11064,train
11065,train
11066,train
11067,train
11068,train
11069,train
11070,train
11071,train
11072,train
11073,train
11074,train
11075,train
11076,train
11077,val
11078,train
11079,test
11080,train
11081,train
11082,test
11083,train
11084,test
11085,train
11086,test
11087,train
11088,train
11089,val
11090,train
11091,train
11092,train
11093,train
11094,train
11095,train
11096,train
11097,train
11098,train
11099,test
11100,train
11101,test
11102,val
11103,val
11104,train
11105,train
11106,train
11107,val
11108,train
11109,train
11110,val
11111,test
11112,test
11113,val
11114,train
11115,train
11116,train
11117,train
11118,train
11119,val
11120,train
11121,test
11122,train
11123,train
11124,train
11125,val
11126,train
11127,test
11128,train
11129,train
11130,train
11131,train
11132,train
11133,train
11134,train
11135,train
11136,test
11137,train
11138,train
11139,val
11140,test
11141,train
11142,train
11143,val
11144,val
11145,train
11146,train
11147,train
11148,test
11149,val
11150,train
11151,val
11152,train
11153,val
11154,train
11155,train
11156,train
11157,train
11158,test
11159,train
11160,train
11161,test
11162,train
11163,train
11164,test
11165,train
11166,train
11167,train
11168,train
11169,train
11170,train
11171,test
11172,train
11173,val
11174,train
11175,test
11176,val
11177,test
11178,train
11179,train
11180,train
11181,train
11182,test
11183,train
11184,train
11185,train
11186,train
11187,train
11188,test
11189,test
11190,train
11191,val
11192,train
11193,test
11194,train
11195,train
11196,val
11197,train
11198,val
11199,train
11200,train
11201,train
11202,train
11203,val
11204,val
11205,train
11206,train
11207,val
11208,train
11209,train
11210,test
11211,train
11212,train
11213,train
11214,test
11215,test
11216,train
11217,test
11218,train
11219,test
11220,test
11221,train
11222,train
11223,train
11224,train
11225,train
11226,train
11227,val
11228,train
11229,train
11230,train
11231,test
11232,train
11233,train
11234,train
11235,train
11236,train
11237,train
11238,train
11239,train
11240,train
11241,val
11242,train
11243,train
11244,test
11245,test
11246,train
11247,test
11248,train
11249,test
11250,test
11251,train
11252,train
11253,train
11254,val
11255,train
11256,val
11257,train
11258,val
11259,train
11260,train
11261,val
11262,train
11263,train
11264,train
11265,train
11266,train
11267,train
11268,train
11269,train
11270,train
11271,train
11272,train
11273,test
11274,val
11275,train
11276,val
11277,test
11278,val
11279,val
11280,test
11281,test
11282,train
11283,val
11284,train
11285,test
11286,train
11287,train
11288,train
11289,test
11290,test
11291,test
11292,train
11293,val
11294,test
11295,val
11296,train
11297,train
11298,test
11299,train
11300,train
11301,test
11302,train
11303,val
11304,train
11305,train
11306,train
11307,test
11308,val
11309,train
11310,train
11311,train
11312,val
11313,train
11314,train
11315,train
11316,train
11317,train
11318,test
11319,train
11320,test
11321,test
11322,train
11323,train
11324,train
11325,train
11326,train
11327,train
11328,val
11329,train
11330,train
11331,train
11332,train
11333,train
11334,test
11335,train
11336,train
11337,train
11338,train
11339,train
11340,train
11341,train
11342,train
11343,train
11344,train
11345,train
11346,train
11347,train
11348,train
11349,train
11350,train
11351,val
11352,train
11353,val
11354,test
11355,train
11356,test
11357,train
11358,val
11359,test
11360,val
11361,train
11362,train
11363,train
11364,train
11365,train
11366,train
11367,train
11368,train
11369,train
11370,val
11371,train
11372,val
11373,val
11374,train
11375,train
11376,train
11377,val
11378,test
11379,val
11380,train
11381,train
11382,val
11383,train
11384,train
11385,train
11386,train
11387,train
11388,train
11389,train
11390,train
11391,val
11392,val
11393,train
11394,val
